No;cleaning;label;dimensi_MBI;catatan
418;udah tau biaya tinggi gaji dikit ngapain nyalon kades bangsaat;tidak_burnout;tidak_burnout;-
419;kalo liat beginian bikin lupa kalo gw abis ngeluh capek kerja;tidak_burnout;tidak_burnout;-
420;gimana sih rasanya capek kerja kayaknya seru nggasih trus abis kerja tiap akhir bulan dpt hasil hueeee;tidak_burnout;tidak_burnout;-
421;bismillah aku ikutan juga cinta banget sama anak anakku bbb ternyata bucinku udah sampe tahap liat ini itu lucu mikirnya beliin buat biblebiu tapi waktu aku capek kerja mereka bisa bikin moodku langsung naik salah satu alasan aku tahan sm asdffkl hidup;tidak_burnout;tidak_burnout;-
422;ngeliat orang tua banting tulang capek kerja pagi siang malam demi menghidupi keluarganya panas terik matahari di tengah sawah terjebak macet di jalan raya membawa paku palu di atas bangunan yang blm jadi;tidak_burnout;tidak_burnout;-
423;ga ah dah capek kerja jadi crew wo;burnout;CY;-
424;yg bilang lebih capek kerja pakai otak mungkin belum pernah kerja yg bener pakai fisik seperti ngaduk semen;tidak_burnout;tidak_burnout;-
425;cuti terus kerja kerja itu capek tapi berkah;tidak_burnout;tidak_burnout;-
426;yang capek kuliah wajar bangga dengan gelarnya yang capek kerja;tidak_burnout;tidak_burnout;-
427;kadang sulit dijalani pengen kerjaan yang lain aja yang walaupun gaji dikit tapi hati tenang;burnout;CY;-
428;inget lebih baik capek kerja dari pada cari kerja dr aku sipegangguran blm dpt kerja;tidak_burnout;tidak_burnout;-
429;kakak kok galak sih sama staffnya д jahat banget kasian staffnya kan udah capek kerja dari kemaren kakakkk anaknya ada yang jahat ㅁฅ;burnout;EE;-
430;manfaat ngemis diantaranya bisa beli barang mewahbisa naik pesawat bisa terkenalbisa masuk tipibisa show off disosmed klo berhasil jd pengemis profesional tebelin muka aja udah gak perlu capek kerjaduit emang bener yahadeuuhh;burnout;CY;sarkasme-CY
431;enak capek kerja dripada capek nganggur;tidak_burnout;tidak_burnout;-
432;tiap weekend selalu ditanya suami pengen diajak pergi kemana pasti aku jawabnya terserah manut kasian ya udah capek² kerja masih harus pusing mikir bahagiain istri;tidak_burnout;tidak_burnout;-
433;capek kerja dibayar dibawah umr akan terbayar begitu liat dokyeom;burnout;RPA;-
434;aku udah capek kerja;burnout;EE;-
435;capek kerja mw hiling;burnout;EE;-
436;komplen lagintar gak kerja komplen lagigaji dikit komplen lagi;tidak_burnout;tidak_burnout;-
437;main capek kerja capek gak ngapa²in jg capek huftt;burnout;EE;-
438;kasian kamu capek kerja jam di kantor berac mana sorenya sempetin jogging biar sehat ya udah nanti pulang kamu istirahat tidur nyenyak biar besok pagi bangun terus olahraga lagi biar bugar ya;tidak_burnout;tidak_burnout;-
439;jdi harapannya apa nih kak sebagai lonte bisa dpat jajan bnyak tnpa capek kerja modal ngangkang ama foto nenen apa gimana;tidak_burnout;tidak_burnout;-
440;udah susah beban besar gaji dikit pula semangat ya kalian;burnout;RPA;-
441;lebih baik capek kerja daripada capek berantemin drakor;tidak_burnout;tidak_burnout;-
442;sering bgt si aku ditinggal tidur pas telfonan sebel sih tapi kuturunkan egoku karna dia pasti capek kerja seharian;tidak_burnout;tidak_burnout;-
443;kalo udah capek kerja gini rasanya males lanjut gym malem;burnout;EE;-
444;hari ini termotivasi investasi;tidak_burnout;tidak_burnout;-
445;dan lebih baik sibuk kerja daripada sibuk diem gak sin capek kerja lebih enak aja rasanya;tidak_burnout;tidak_burnout;-
446;asli ada teman rela ngutang demi aipunitu pun beli bekas capek kerja kuli tapi kuakui dia emang kerja beneran eh sekarang hape nya sering ngebangke karena katanya bosen dan kuota ga ada;tidak_burnout;tidak_burnout;-
447;lcd hp rusak mo jual laptop malah keyboardnya rusak;tidak_burnout;tidak_burnout;-
448;aku boleh minta kemeja lg ga;burnout;EE;-
449;adh gw abis diomelin gm gw anj ni grgr hdehhh meki gw sgt capek kerja;burnout;RPA;-
450;gw di ghosting gw kehabisan kuota gw capek kerja emak gw bnr g dpt uang gabisa capai target karena uang kepake trs dll;burnout;CY;-
451;capek kerja pen nikah aja sama doyoung;tidak_burnout;tidak_burnout;-
452;capek kerja tapi seneng karna dapet uang capek traveling;tidak_burnout;tidak_burnout;-
453;lebih milih capek kerja dari pada capek pengangguran kalau gini mah;tidak_burnout;tidak_burnout;-
454;pusing woiiiii capek kerja;burnout;EE;-
455;lebih capek kerja kalo ngga dihargai dok;burnout;RPA;-
456;capek kerjacapek pikiran capek hati tinggal nunggu tumbangnya aja;burnout;EE;-
457;ngeluh capek kerja tapi tetep dikerjain;tidak_burnout;tidak_burnout;-
458;kalau aku seharian capek kerja tapi tetep dibilang ga kerja alias nganggur;burnout;RPA;-
459;banyak yg bilang lebih baik capek kerja dari pada capek cari kerja;tidak_burnout;tidak_burnout;-
460;capek kerja resign tak mau;burnout;CY;-
461;alhamdulillah aja pokonya beli pc yg emang dipengen banget dan kalo pas ada uang lebih kadang beli pc tuh bisa ngecharge juga kalo lagi capek kerja jadi ya nikmatin aja yg sekarang;tidak_burnout;tidak_burnout;-
462;jbrfess rek aku sedang berada dititik jenuh kerja ya apa carae ngecharger ben fresh maneh;burnout;CY;-
463;udah yg males ruwet udah capek kerja kalo harus mikirin drama percintaan mending sendiri dulu aja;burnout;EE;-
464;ketika capek kerja tiba pikiran ku nyuruh buat cari suami yg kaya wkkwkwk;burnout;CY;sarkasme-CY
465;aku kira cuma diriku yg waktu gaji dikit nggak cukup gaji udah naik juga masih kurang;burnout;RPA;-
466;ini muka muka orang capek kerja ye;burnout;EE;-
467;hhhhh dipikir pikir capek kerja tuh nikmat sih;tidak_burnout;tidak_burnout;-
468;wahhhhh parah sih ini kemaren jenuh kerja karna alesan dah akhir tahun sekarang awal tahun pun ttp jenuh;burnout;CY;-
469;tibatiba banget disuruh buka warung sate dengan alasan katanya capek kerja di orang bikin usaha sendiri lahㅎｪㅎ mak aku ndak bisa masakkk இдஇ;burnout;CY;-
470;masukan ndercari kerja sekarang tu susahmending capek kerja nder drpd capek cari kerjaintinya sabar aj nderdilakoni kanti ikhlas;tidak_burnout;tidak_burnout;-
471;capek kerja padahal masih pagi duduk bentar;burnout;EE;-
472;dibank kak sebenernya gaji dikit cuma diselingin nabung sama uang jajan selama pkl karna bawa bekel;burnout;RPA;-
473;ntar kalau dimarahin lagi kamu ungkapin aja terus sekalian bilamh mama sama papa maunya aku mati ya iya aku udah capek kerja uangnya juga suka aku kasih ke keluarga kalau emang maunya aku mati bilang aku bisa berdoa biar aku mati sesuai kemauan kalian;burnout;RPA;-
474;keluhannya selalu capek kerja tapi butuh duit;burnout;EE;-
475;pdhl semua gak selalu salah gue seringnya bahkan dia terlalu tempramen marah sama hal sepele yg bahkan gak perlu jadi bahan perkara terakhir berantem cuma karena gue capek kerja dan gue sering ketiduran kalo lg video call gue sampe dikatain sampe dikasih emoji jari tengah;burnout;EE;-
476;capek kerja sudah galau kali ya biar seru;burnout;EE;sarkasme-EE
477;hufff capek kerja di ibukota;burnout;EE;-
478;kasihan suami mu capek kerja kau pamer tubuh ke banyak orang;tidak_burnout;tidak_burnout;-
479;rek lagi capek kerja dari pagi malam baru bisa tidur nyenyak bentar tok terus kebangun karena ortu ribut ribut teros asli se gak enak itu yo hehe;burnout;EE;-
480;capek capek kerja ternyata pendapatanya kalah sama yang ngemis mandi lumpur;burnout;RPA;sarkasme-RPA
481;gaji dikit atasan toxiiicc parahh aduh mending out deh gakuad liat mukanya aja gondok gue ampe gue mute status wa sama ig wkwkwk;burnout;CY;-
482;itu cuma berpengaruh hari ini capek kerja;burnout;EE;-
483;gak saling pengertian suami capek kerja istri capek urus rumah ditambah mertua rese gak direstuin;burnout;EE;-
484;mending capek kerja daripada capek cari kerja camkan baik namanya kerja melok wong yo pasti lebih banyak gaenaknya daripada senengnya;tidak_burnout;tidak_burnout;-
485;dipeluk kekayaan biar ga capek kerja;burnout;CY;sarkasme-CY
486;pengen banget ngerasain capek kerja pulangnya kerumah terus ditanyain orang rumah gimana kerjanya;tidak_burnout;tidak_burnout;-
487;capek bangetudah capek kerja tapipengen banyak uang hmmm kira kira jungkook kapan yaa lamar aku yallahmau jungkook;burnout;RPA;-
488;dan yg udah kerja kadang gak bersyukur padahal mending capek kerja dari pd cape cari kerja;tidak_burnout;tidak_burnout;-
489;dulu klo capek kerja lampiasin jajan yg bnyak skrg udh ga mempan;burnout;EE;-
490;plg mlm bersih² mkn ngopiabiz isya sblm bini tdr gw pijitin sampe krn dia jg capek kerja dan urus anaknah kl bngun tengah malam baru exe enak kan dpt laki gw;tidak_burnout;tidak_burnout;-
491;bener ga bisa bergantung sama siapa pun kalo gw jadi pengangguran tapi dah capek kerja dari kecil;burnout;EE;-
492;capek kerja dan menguras otak ttpi dikalahkan hasil dr mandi lumpur;burnout;RPA;sarkasme-RPA
493;capek kerja gak kerja gak makan;burnout;RPA;-
494;capek kerja terus dapet duit berjuta juta;tidak_burnout;tidak_burnout;-
495;ngga ada lembur ngeluh gaji dikit ada lembur ngeluh cape dasar manusia;tidak_burnout;tidak_burnout;-
496;yang menguatkan mamah klo sdg capek kerja anak cantik ku;tidak_burnout;tidak_burnout;-
497;capek kerja pengen sayang wonu aja;burnout;EE;-
498;tidur terus capek makan terus capek kerja terus apalagi;burnout;EE;-
499;wkwk ini rill cuydulu sblm punya kerjaan nyari loker tuh kebanyakan minimal pengalaman kerja thn kekk anjir lah dan skrng bersyukur aja sih kerja yg ga hrs punya pengalaman malah aku jdi punya pengalaman walaupun gaji dikit gpp namanya jga pertama kali kerja haha;tidak_burnout;tidak_burnout;-
500;capek kerja tapi seneng karna dapet duit;tidak_burnout;tidak_burnout;-
501;ya kalo bisa pansos ngapain capek capek kerja keras;burnout;CY;-
502;astagfirullah baru kali ini capek kerja sampe emosi mau dpt kaliya never ending bgt perushaan ditinggal org jga buat ngerjainnya hhhhhhhhhhhhh;burnout;EE;-
503;anjirrr gue capek capek kerja mikir konsep sampe pala mau mateng dia enak bgt anjirrrrr dapat duitnyaaa anjirrrr;burnout;RPA;-
504;klu udah dapat tawaran terima aja jalani aja walaupun klu dihitung kok kyknya kerja rodi gaji dikit dll ga papa tahan aja karna jaman sekarang emang loker nyari yg berdasarkan pengalaman kerja dan waktunya ga dikit tahun;burnout;RPA;-
505;tetep dilakuin masio capek kerja bertahanlah wahai manusia manusia lemah;tidak_burnout;tidak_burnout;-
506;sedang menerapkan prinsip lebih baik capek kerja daripada capek cari kerja;tidak_burnout;tidak_burnout;-
507;intinya sama capeknya dikira hamil bulan bawa anak lu kemana ga capek kalo capek kerja itu udah kewajiban lo sebagai laki;tidak_burnout;tidak_burnout;-
508;makanan ada belum kalo bini lu ikut kerja;tidak_burnout;tidak_burnout;-
509;duduk aja tapi otak capek kerja;burnout;EE;-
510;wtf kerjaan gw juga gitu tp asal tau capek kerja tuh bkn melulu ttg fisik keluar panasan apapun itu kerjaannya pasti cape mau itu otaknya fisiknya yg capek malah seringkali keduanya otak dipake kerja depan komputer berjam trs pulang ya paling bener istirahat dan tidur;burnout;EE;-
511;nangis karna capek kerja is another level or nangis ya njing;burnout;EE;-
512;gak semisal klu aq capek kerja ta vc ben kangennya terpuaskan sekalian laporan harian justru aq curiga klu dee ga blg kangen blas jgn selingkuh tp yah jomlo gini;tidak_burnout;tidak_burnout;-
513;au macam apa ini;tidak_burnout;tidak_burnout;-
514;mendingan capek kerja dari pada capek cari kerja ternyata;tidak_burnout;tidak_burnout;-
515;capek kerja seneng nya bisa ngasih ke orang tua walaupun orangtua ga pernah minta haha;tidak_burnout;tidak_burnout;-
516;merinding pas gebrak meja knp ya laki laki tuh gitu dalihnya capek kerja kerja buat siapa kan buat kamu sama anak anak hoeeekkk muntah;tidak_burnout;tidak_burnout;-
517;gw kl jadi member gedek bgt udh mah capek kerja jadwal padet eh dikasih treatment begitu sgt no effort;burnout;RPA;-
518;aku udah capek kerja jadi pengen dinafkahi aja gk apa aku tinggalkan dunia kerja ku yg hampir tahun ini sungguh aku benar capek cari duit;burnout;EE;-
519;sebelom ngerjain skripsi wajib nangis dulu krn udah capek kerja eh masih aja ngurusin nih skripsi;burnout;EE;-
520;muka burik gaji dikit bisa apa;burnout;RPA;-
521;biaya idup mahal gaji dikit apa ga nyekek wkwk;burnout;RPA;sarkasme-RPA
522;lagi jenuh kerja tapi dapat apresiasi wkwk puncak komedi;burnout;CY;sarkasme-CY
523;kadang we capek kerja cari duit sesekali lah duit yang cari gue sih;burnout;EE;sarkasme-EE
524;iya sama udah capek kerja udah capek ngurusin rumah eh malam me time buat nungguin scene jenov malh diphp dijatuhkan dari pesawat;burnout;EE;-
525;kalo di tanya pengen apa;tidak_burnout;tidak_burnout;-
526;capek kerja tba ad yg ajak travelling;tidak_burnout;tidak_burnout;-
527;selain sedih capek kerja juga;burnout;EE;-
528;masya allah bngt jdi ibu tu klo yg udh jdi ibu psti ngerasain bedanya capek kerja dikntor pas sebelum nikah sma udh nikah dan cpek jdi ibu rmh tangga;tidak_burnout;tidak_burnout;-
529;yang ngeluh capek kerjasekolah yang igsin meownya yang bucin sama pacarnya yang update makananlangitjalanan bucin cowok kpop igs drakor yang ditonton ataupun yang tibatiba upload foto lamaran;tidak_burnout;tidak_burnout;-
530;posting pasangan dibilang lebay posting anak dibilang gak menghargai yg blm punya anak posting capek kerja dibilang gak bersyukur punya kerjaan lu semua tuh kenapa sih;burnout;EE;-
531;engga bikin pusing kek gabutuh pacar jg klo cuma buat nambah beban hari dah capek kerja mending tidur;burnout;EE;-
532;semangatt nder bisa jd kerjaanmu skrg adalah impian byk orang di luar sana lbh baik capek kerja drpd capek cari kerja oiya saranku km sambil apply di tempat lain tp jgn resign sebelum dpt yg baru soalnya di bawah umr dan gada kenaikan stlh setaun itu sayang aj effort km;tidak_burnout;tidak_burnout;-
533;kasian bgt galau mari mikir positif dia capek kerja aja;tidak_burnout;tidak_burnout;-
534;kerja naik kereta ngeluh kalo capek kerja;burnout;EE;-
535;hidup capek udah kewajiban kl gak mau capek ya namanya dunia;tidak_burnout;tidak_burnout;-
536;capek nganggur gak dapet apaapa capek kerja dapet duit;tidak_burnout;tidak_burnout;-
537;kalo capek kerja gini pengennya dipeluk kekayaan;burnout;CY;sarkasme-CY
538;capek kerja ya allah;burnout;EE;-
539;lalu apakah dampak dari semua game yang dimainkan pikiran lebih terbuka dengan segala hal lebih apresiasi dengan orang yang membuat karyakarya seperti ini;tidak_burnout;tidak_burnout;-
540;iyh btul capek kerja mau ngeluh kek gmnapun jg ujungnya bakalan bisa di selsain dapet gaji pas nganggur cm bisa ngeluh dan gak dapet apa apa anj info loker dong gue butuh duit pisan inj;tidak_burnout;tidak_burnout;-
541;sekalikali makan enak nggak dosa kok lo boleh saving uang tapi lo juga nggak salah kok kalau sekalikali boros manjain diri sendiri lo kan udah capek kerja juga wajar dong boros untuk makan enak atau beli baju;tidak_burnout;tidak_burnout;-
542;capek kerja capek mikirin dia juga padahal dianya ga mikirin;burnout;EE;-
543;luangin waktu walaupun capek kerja tapi dia enggak anjg bertepuk sebelah tangan;burnout;EE;-
544;pernah baca cerita ada keluarga yang sepakat kalo si bapak pulang ke rumah setelah kerja atau libur pekerjaan rumah adalah tanggung jawab bareng gak bisa di bilang sibapak kan udah capek kerja si ibu emang di rumah ngapain tiduran ya kerja juga makanya kudu saling bantu;tidak_burnout;tidak_burnout;-
545;aku capekcapek kerja keras biar hidup enak kok kamu tibatiba dateng mau ngajak hidup susah maaf engga dulu;burnout;RPA;-
546;capek kerja terus gajian gaji nya separuh gw kasih mama buat seneng;tidak_burnout;tidak_burnout;-
547;sampe skrg masih suka nostalgia nonton madun kalau lg capek kerja berasa pengen kembali jd anaklg jd dewasa itu capek ternyata;burnout;EE;-
548;mending capek kerja di badan dari pada di pikiran sih;burnout;EE;-
549;yaa krna klo nganggur gk ada yg di harapin coba capek kerja masih ada uang nya biar pun capek;tidak_burnout;tidak_burnout;-
550;capek kerja tapi seneng masih bisa kerja;tidak_burnout;tidak_burnout;-
551;capek kerja tp sneng pas gajian;tidak_burnout;tidak_burnout;-
552;work kadang mikir kenapa nasib hidup begini bgt ya udah muak bgt capek batin fisik jg iya mending capek kerja drpd capek nganggur tp kalo begini terus lama takut mat muda atau masuk rj;burnout;EE;-
553;konsep bajunya kayak buat anak kantoran yang capek kerja cocok banget sama orang di umur segini;tidak_burnout;tidak_burnout;-
554;capek kerja tp inget kl masi ada tagihan wifi listrik jajan adek uang belanja rumah skinker mama makanan kucing bpjs;burnout;RPA;-
555;sebel bgt kalau ada yg bilang kasian bapaknya pulang kerja masih suruh main ngurusin anaknya kan capek kerja;tidak_burnout;tidak_burnout;-
556;capek kerja tapi inget gue miskin;burnout;RPA;-
557;capek kerja pengen dinafkahin;burnout;CY;-
558;such a warm welcome;tidak_burnout;tidak_burnout;-
559;aku capek kerja temenku malah pada kkn;burnout;EE;-
560;lagi capekcapek kerja proposal ditambah liat yg lain dah pada sempro terus mama chat pelanpelan aja nak santai jangan terlalu dipaksa yah apa tida banjir air mata;burnout;EE;-
561;idieee anak gila ini tiap hari ngeluh capek kerja tp pengen freelance event lari yg kerjanya dari subuh xixixi;tidak_burnout;tidak_burnout;-
562;love language terbaru dari saya kerandoman seseorang;tidak_burnout;tidak_burnout;-
563;kerja di kantor itu capek kerja di rumah jadi ibu rumah tangga juga pasti capek intinya saling ngertiin aja si sebenernya;tidak_burnout;tidak_burnout;-
564;katanya mending capek kerja daripada capek nyari kerja menurutku she seng paling enak iku ya dinafkahi;burnout;CY;sarkasme-CY
565;lagi capek kerja atasan di kantor liburan seminggu pelayanan masyarakat jadi terhambat;burnout;EE;-
566;kadang mau nangis kalo ngomongin kerjaan tp gue lebih nangis kalo ga kerja gapapa capek kerja dari pada capek nyari kerja allah baik yu bismillah kuat;burnout;EE;-
567;lebih baik capek kerja daripada capek ga ngapangapain;tidak_burnout;tidak_burnout;-
568;pas nerima gaji capek kerja tiap hari terbayar pas liat keluarga seneng saat kita ajak makan atau jalan;tidak_burnout;tidak_burnout;-
569;capek kerja terus giliran ngajuin cuti susah bangat diapprove emang udah waktunya healing biar pikiran tenang dan gak stress;burnout;CY;-
570;pengen bikin tapi udah capek kerja libur cuma minggu malas masakkk;burnout;EE;-
571;lebih baik capek kerja daripada capek nganggur;tidak_burnout;tidak_burnout;-
572;capek kerja ngurus rumah otak dan tenaga kepake dan yang kantoran juga capek kerja depan komputer badan kaku dan pikiran mumet enakan bikin jadwal healing bareng abis ini yaa;burnout;EE;-
573;emang kalo capek kerja obatnya libur;burnout;EE;-
574;nggak keduanya sama capek kerja rumah tangga pun nggak hanya pakai tenaga tapi juga pikiran pun kerja di kantor juga bukan hanya pakai pikiran tapi juga tenaga itu lah pentingnya komunikasi dan saling mengerti satu sama lain;tidak_burnout;tidak_burnout;-
575;ngantuk aja capek kerja;burnout;EE;-
576;kalo ceweknya ngeluh capek kerja dia bilang kan aku udah bilang sama kamu resign aja aku bisa kok provide semuanya trs ceweknya ga gitu aku tetep mau kerja km apaansih dah aj ngambek ya tipikal wanita tidak suka kemewahan tp dapet pacar mewah;tidak_burnout;tidak_burnout;-
577;jikalau kamu capek kerja janganlah mengeluh pepatah china pernah mengatakan 成功是发展我们的长处失败是积累我们的短处 begitulah kirakira;tidak_burnout;tidak_burnout;-
578;capek kerja pake otak atau fisik lbh enak drpd capek nganggur mgelamar kerja sana sini;tidak_burnout;tidak_burnout;-
579;dibilang aku gak ada beban kalo gak ada beban ya aku gak kerja ngapain capek capek kerja;burnout;EE;-
580;kalau udah tau lebih cape kerja di rumah gaji prt nya sepersepuluh gaji sampeyan;tidak_burnout;tidak_burnout;-
581;aku capek kerja gak kaya kaya;burnout;RPA;-
582;wkwk capek tp kl panjang;tidak_burnout;tidak_burnout;-
583;wkwk capek bangunin jj pake lagu blackpink bieber straykids suara nyamuk ar_rahman ga bangun;tidak_burnout;tidak_burnout;-
584;kasian bgt wkwk capek pasti;tidak_burnout;tidak_burnout;-
585;ngejar apa sih kita wkwk capek banget;burnout;EE;-
586;wkwk capek saking kesele nganti turune mlongoh;burnout;EE;-
587;dulu aku selalu pelit bgt sama diri sendiri tapi sekarang udah berkurang aku udah capekcapek kerja masa gak pake duitnya buat diri sendiri aku tetep beli tas beli sepatu beli sesuatu yg gak pernah kesampaian dan somehow itu bikin aku bahagiaa bangettt;tidak_burnout;tidak_burnout;-
588;beneran capek ternyata udah mah siangnya capek kerja ehh malemnya tidur mimpi di pecat dari kerjaan berakhir jadi gelandangan pulaa capekk dehh;burnout;EE;-
589;beginilah kerja trs gaji dikit;burnout;RPA;-
590;aamiin untuk semua ibu dan perempuan disana yang lagi ngerasa capek kerja kak please bertahan secapeknya kerja lebih capek ga punya uang;tidak_burnout;tidak_burnout;-
591;ga sia sia begadang tadinya mau langsung tidur karna capek kerja anjir capek nya berkurang karna rodriales update;tidak_burnout;tidak_burnout;-
592;capek kerja kak;burnout;EE;-
593;cape bgt hh kerja di outlet gaji dikit tp jam kerja ngga ngotakk masa besok shift nya sore sampe malem jam an sampe rumah bisa jam set nnti jam an uda disuruh kesana lagii buat beberes trs nnti pulang pagi kerja lagi sampe malem wuakakakaaa;burnout;RPA;-
594;hy mb ici lebih capek kerja serabutan atau ngobrol sama kt kirakira gmn sih rasanya udah reveal dugundugum ada;tidak_burnout;tidak_burnout;-
595;gue capek kerja tp gue tau bakal lebih capek kalo ga kerja huhu;tidak_burnout;tidak_burnout;-
596;mendingan capek kerja drpd gapunya kerjaan;tidak_burnout;tidak_burnout;-
597;ketikan pas capek kerja;burnout;EE;-
598;lagi iseng cek perspektif orang terhadap campaign kol hmns di twitter terus nemu ginian aaa seneng sekali capek kerja jadi ilang;tidak_burnout;tidak_burnout;-
599;km bertanya ke orang yg salah tp akhir akhir ini jd tidur awal soalnya capek kerja jadi kayanya harus ada kegiatan yg nguras energi banget biar bisa tidur cepet;burnout;EE;-
600;capek kerja capek kuliah nikmat apa yang akan engkau berikan padaku yaallah;burnout;EE;-
601;pernah kayak gini posisi udah capek kerja siang malam harus bantu jualan nasi uduk mana itu tutup jam pagi gue banting badan gak peduli dah kaki kotor karena saking capek dan ngantuknya;burnout;EE;-
602;hari ini hari tercapek gue melebihi capek kerja karena harus jemput temen ke manggarai nyetir ke menteng nyetir ke blok m ketawaketiwi nyetir ke stasiun sudirman macet di tol balik ke rumah;burnout;EE;sarkasme-EE
603;capek kerja but talk to who;burnout;EE;-
604;too much g y naik gaji dikit langsung beli emas satu set;burnout;RPA;-
605;udah capek capek kerja gini gitu ujung ujung nya cuma disepelein mah buat apa dah anjing;burnout;RPA;-
606;setuju aqeela udah pernah ngewarning waktu live tiktok untuk stop ribut² krn dia udah capek kerja sampek mlm jadi jangan sampek dia terbebani olh huru hara fans yg tidak bertanggung jawab;tidak_burnout;tidak_burnout;-
607;capek kerja butuh ditium sylus sepuluh ribu juta kali sampe jontor;burnout;EE;-
608;ad capek kerja capek ngelamar kerja capek mikirin kerja saatnya pause sebentar dan nikmatin soft cookies lembut;burnout;EE;-
609;bisa ga ya kalo capek kerja trus malemnya langsung ciuman aja;burnout;EE;-
610;kehidupan dewasa berat banget ya harus milih antara gaji lumayan tapi kerja ga sesuai passion atau gaji dikit tapi kerja sesuai passion;burnout;RPA;-
611;guys guys abis capek capek kerja enaknya nonton ga sih di the premier xxi bayarnya pake qris saku kredit ajaa ntar dapet cashback lumayan bgtt ada tiap jumat yes;tidak_burnout;tidak_burnout;-
612;salah jurusan kocak gw capek kerja sm laki dan boomers;burnout;CY;-
613;capek kerja badan pegal mood berantakan solusinya sederhana pijat dengan sentuhan profesional reservasi;tidak_burnout;tidak_burnout;-
614;infokan tutorial punya uang tapi gak perlu capek capek kerja;burnout;CY;sarkasme-CY
615;capek kerja lebih capean gk kerja;tidak_burnout;tidak_burnout;-
616;boong ihh itu lagi nelpon aku soalnya aku minta buru dihalalin capek kerja;burnout;CY;-
617;otak udah berasa diperes kerja banget hari ini capek kerja euy maunya main roblox aja;burnout;EE;-
618;capek kerja terus mau ciuman aja;burnout;EE;-
619;pengen kuliah lagi aja capek kerja;burnout;CY;-
620;capek kerja mau rebahan sambil main kucing aja;burnout;EE;-
621;jd hambar bener gua rasa ya emg tiap org beda beda sih dalam menyikapi rasa capek;tidak_burnout;tidak_burnout;-
622;capek kerja tapi masih butuh duit piyee kii caahh;burnout;RPA;-
623;dr kalau capek kerja obatnya apa ya;burnout;EE;-
624;yaallah gapapa aku capek kerja ampe malem libur ga nentu gapapa aku kesepian tapi tolong banget lancarin rejeki ku dan tolong kelilingin aku sama orang yg baik dengan positive vibes dari mereka itu tolong jauhin dari yg jahat dan negative vibes itu aamiin;burnout;EE;-
625;kalau capek kerja mending istirahat dulu nder;tidak_burnout;tidak_burnout;-
626;capek capek kerja pulang macet macetan yang diputer malah playlist autumn hours;burnout;EE;-
627;capek kerja pengen full time bakul kukis aja;burnout;CY;-
628;capek kerja tp keknya kalo ga kerja lebih capek lagi;tidak_burnout;tidak_burnout;-
629;dipikir perempuan yang jadi irt tuh nggak capek kerja apa gimana kocakkkkk si paling capek cuma gara kerja di luar rumah;tidak_burnout;tidak_burnout;-
630;tiap hari udah jajan;tidak_burnout;tidak_burnout;-
631;gemes banget lebah aja capek kerja istirahat yg manusia diminta kerja kerja kerja;burnout;CY;-
632;kalo lagi capek kerja gitu bilangnya alhamdulillah ya biar allah tambah nikmatnya;tidak_burnout;tidak_burnout;-
633;hehe aku dan adekku lah anak pesantren itu tp keadaan kami lebih ke mau gak mau sih kak ortu gapunya waktu untuk ngerawat keburu capek kerja kalau sekolah negri jg jd anak mba bkn anak mama;tidak_burnout;tidak_burnout;-
634;ayang ga capek kerja mulu;tidak_burnout;tidak_burnout;-
635;capek kerja apa gimana ruuu;burnout;EE;-
636;capek kerja episode berapa ya gue jadi juragan kostan nya;burnout;CY;sarkasme-CY
637;sumpah gua capek banget anjing saudara nyusahin bangsat taik anjing gua capek kerja buat biayain lu main slot;burnout;RPA;-
638;ngga tau kenapa setiap kali hari kacau capek kerja atau drama hidup mulai hectic selalu endingnya aku pesen ini;burnout;EE;-
639;terus sambelnya tuh nendang tapi ngangenin;tidak_burnout;tidak_burnout;-
640;ditatap kalo lagi kangen kalo lagi capek kerja ngeliatin foto cewek cantik kan jadi ilang capeknya;tidak_burnout;tidak_burnout;-
641;ini juga baru baru ini ada pemilik lpk di bintaro ngasih gaji dibawah umr udah gitu dipotong lagi makin dikit padahal di kontrak nggak ada keterangan pemotongan gaji kalo karyawan izin sakit;burnout;RPA;-
642;makasi banyak udh update kakk bener moodbooster setelah capek kerja aku tiap hari ngecekin ada update atau engga sehat terus ya kak;tidak_burnout;tidak_burnout;-
643;gue capek banget anjir capek kerja sumpah mau pindah bagian aja;burnout;CY;-
644;ini mamaku kayaknya bego begoin aku di dalem hati kayak kenapa sih lo iya iya aja demi apa aku juga capek kerja dibegoin terus mentang mentang nggak enakan mana gaji nggak sama mau minta maaf sama diri sendiri karna lebih mentingin omongan orang dari pada diri sendiri;burnout;RPA;-
645;edisi capek kerja sampe bindeng;burnout;EE;-
646;bayangin guru ngajar bokem sekelas gaji dikit lagi sehat² ibu bp guru semua;burnout;RPA;-
647;capek kerja sm gen milenial anying apasih komandan org lg kesel gini arghhhh;burnout;CY;-
648;semua capek kerja tpi klo emng gk mau kerja sama ya blng dong;burnout;CY;-
649;bahkan wanita iblis satu ini kalo capek kerja pun juga tetep menangis;burnout;EE;-
650;mending pilih gaji dikit kerjaan sesuai dan ga stress;tidak_burnout;tidak_burnout;-
651;lemes lemah ambil makanan sendiri aja nggak bisa soksokan mau nikah jadi imam dikata elu doang yang capek kerja;burnout;EE;-
